Art (image+title): love,Art (image+title): sadness,Art (image+title): anger,Art (image+title): happiness,Art (image+title): disgust,Art (image+title): optimism,Clusters,id,Style,Category,Artist,Title,Year,Ave. art rating
0.0,0.0,0.0,0.0,0.0,1.0,9,577286cdedc2cb3880056d93,Modern Art,Abstract Art,Victor Servranckx,Red Rotation,1922,0.75
0.0,0.3015113445777636,0.3015113445777636,0.0,0.9045340337332909,0.0,4,57728742edc2cb388006c6c8,Modern Art,Art Informel,Antonio Areal,Opus II n&#186; 40,1961,-0.64
0.28867513459481287,0.28867513459481287,0.0,0.28867513459481287,0.8660254037844387,0.0,4,577284fbedc2cb3880ffab14,Modern Art,Neo-Expressionism,Corneille,Planets,1974,-0.55
0.0,0.25819888974716115,0.0,0.7745966692414833,0.5163977794943223,0.25819888974716115,8,577287afedc2cb388007fc5b,Contemporary Art,Minimalism,Antonio Calderara,Spazio Luce,1961,0.0
0.0,0.7071067811865475,0.0,0.0,0.7071067811865475,0.0,0,57728459edc2cb3880fdb65d,Modern Art,Lyrical Abstraction,Afro,Figure,XX cent.,0.0
0.18222534821503708,0.36951251165826965,0.27839983755075115,0.27839983755075115,0.7339632080883438,0.36951251165826965,0,5772819cedc2cb3880f501c7,Modern Art,Surrealism,Eileen Agar,The Reaper,1938,-0.22
0.4472135954999579,0.0,0.0,0.0,0.8944271909999159,0.0,4,577286a6edc2cb388004df04,Contemporary Art,Minimalism,Lynda Benglis,Corner Piece,1969,-0.1
0.0838619238790907,0.3381529188673012,0.0,0.8467349088437223,0.12714549749410525,0.38143649248231576,5,57727fe2edc2cb3880ef5ab8,Modern Art,Color Field Painting,Alma Woodsey Thomas,Atmospheric Effects I,1970,0.77
0.42640143271122083,0.0,0.0,0.8528028654224417,0.21320071635561041,0.21320071635561041,5,57727014edc2cb3880bce964,Post Renaissance Art,Baroque,Francisco de Zurbaran,St. Apollonia,1636,1.7
0.6963106238227913,0.0,0.0,0.6963106238227913,0.0,0.17407765595569782,1,57726f48edc2cb3880ba012f,Post Renaissance Art,Romanticism,Francisco Goya,Charles IV of Spain and his family,1800,1.2
0.48507125007266594,0.0,0.0,0.48507125007266594,0.0,0.7276068751089989,3,577271d3edc2cb3880c2e4cf,Post Renaissance Art,Romanticism,Orest Kiprensky,Portrait of Alexander Pushkin,1827,1.6
0.0,0.0,0.0,0.8940988406075762,0.0,0.4478696944694831,5,577284e7edc2cb3880ff375a,Modern Art,Post-Impressionism,Roger Fry,"View on the Cote d&#39;Azur, Menton",1916,1.36
0.0,0.37139067635410367,0.0,0.9284766908852592,0.0,0.0,5,57726e47edc2cb3880b699f7,Post Renaissance Art,Realism,Charles-Francois Daubigny,French Coastal Scene,1868,1.7
0.6836819302981314,0.11415606542592652,0.0,0.6836819302981314,0.0,0.22831213085185303,1,57728984edc2cb38800de804,Post Renaissance Art,Rococo,Joseph-Marie Vien,Greek Woman at the Bath,1767,1.82
0.0,0.0,0.0,0.4472135954999579,0.0,0.8944271909999159,3,57727023edc2cb3880bcfefa,Renaissance Art,Early Renaissance,Pietro Perugino,Christ Handing the Keys to St. Peter,1481-1482,1.7
0.20851441405707474,0.0,0.0,0.4170288281141495,0.6255432421712243,0.6255432421712243,8,5772842cedc2cb3880fd1c07,Modern Art,Art Informel,Willi Baumeister,Monturi with Red and Blue,1953,0.46
0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.5773502691896257,7,57727ffeedc2cb3880efda19,Modern Art,Expressionism,Tivadar Kosztka Csontvary,Teacher in Morocco,1908,1.25
0.0,0.5773502691896257,0.5773502691896257,0.0,0.5773502691896257,0.0,6,577283d7edc2cb3880fbee6c,Modern Art,Abstract Expressionism,Marcel Barbeau,Virgin Forest,1948,0.31
0.03712946642857095,0.6992716177380862,0.5167184077976124,0.11138839928571284,0.44245947494047044,0.18564733214285475,6,57728204edc2cb3880f63d8a,Modern Art,Abstract Art,S. H. Raza,Clocher du Village,1958,-0.18
0.0,0.15617376188860607,0.0,0.9370425713316363,0.0,0.31234752377721214,5,57728228edc2cb3880f6c6a5,Modern Art,Post-Impressionism,Janos Tornyai,Wheatland with Woman of Shawl,1912,1.1
0.0,0.0,0.0,0.816496580927726,0.408248290463863,0.408248290463863,8,57728943edc2cb38800d2c83,Modern Art,Magic Realism,Pierre Roy,"Boris Anrep in his Studio, 65 Boulevard Arago",1949,1.7
0.5345224838248487,0.0,0.0,0.8017837257372732,0.0,0.26726124191242434,1,57727f7bedc2cb3880ee1357,Modern Art,Cubism,Amadeo de Souza-Cardoso,Landscape,1912,1.0
0.17149858514250882,0.6859943405700353,0.0,0.6859943405700353,0.17149858514250882,0.0,7,57727fb8edc2cb3880eecaef,Modern Art,Surrealism,Edward Weston,"Dunes, Oceano",1936,1.6
0.0,0.0,0.0,0.0,0.0,1.0,9,577284e2edc2cb3880ff2f1e,Modern Art,Neo-Expressionism,Manuel Neri,Figure with Legs Crossed,1991,1.8
0.10436939717846132,0.9381776581536412,0.20873879435692264,0.10436939717846132,0.20873879435692264,0.10436939717846132,2,5772798fedc2cb3880dbc750,Renaissance Art,Northern Renaissance,Martin Schongauer,Ecce Homo,XV cent.,0.55
0.32025630761017426,0.8006407690254357,0.0,0.48038446141526137,0.16012815380508713,0.0,7,57728219edc2cb3880f6b0be,Post Renaissance Art,Neoclassicism,Vieira Portuense,S&#250;plica de In&#234;s de Castro,XVIII-XIX cent.,1.5
0.0,0.0,0.5773502691896257,0.5773502691896257,0.0,0.5773502691896257,3,577283d0edc2cb3880fbe34c,Modern Art,Abstract Expressionism,Jock Macdonald,From a Riviera Window,1955,-0.6
0.4472135954999579,0.0,0.0,0.0,0.0,0.8944271909999159,9,5772812dedc2cb3880f3ad4d,Modern Art,Cubism,Louis Marcoussis,La Table,1927,1.3
0.3162277660168379,0.6324555320336758,0.0,0.6324555320336758,0.0,0.3162277660168379,7,57727cd1edc2cb3880e5de05,Modern Art,Impressionism,Max Liebermann,Woman and Her Goats in the Dunes,1890,1.3
0.0,0.48507125007266594,0.0,0.0,0.7276068751089989,0.48507125007266594,0,577280f3edc2cb3880f30270,Modern Art,Neo-Expressionism,Nyoman Masriadi,Save the Land,1998,0.4
0.0,0.0,0.0,0.9922778767136676,0.0,0.12403473458920845,5,57726ea4edc2cb3880b7e54e,Post Renaissance Art,Realism,Jean-Francois Millet,Harvesters Resting,1850-1853,1.8
0.0,0.9486832980505139,0.0,0.0,0.31622776601683794,0.0,2,577287c8edc2cb388008244b,Modern Art,Neo-Expressionism,Nathan Oliveira,Golden Head,1986,-0.36
0.3462907016100861,0.0,0.03486148002786102,0.7274428832480333,0.03486148002786102,0.5903210618051133,3,5772857fedc2cb38800120d4,Post Renaissance Art,Romanticism,John Hoppner,Mary Robinson as Perdita,1782,2.22
0.14928989815649435,0.2985797963129887,0.0,0.8940988406075762,0.0,0.2985797963129887,5,57727b73edc2cb3880e18b92,Post Renaissance Art,Realism,Fyodor Vasilyev,Rye,1870,1.91
0.10783277320343841,0.0,0.0,0.9704949588309457,0.0,0.21566554640687682,5,57727d89edc2cb3880e7e8d7,Renaissance Art,High Renaissance,Andrea Solario,The Lute Player,XV-XVI cent.,1.7
0.0,0.0,0.0,0.6882472016116853,0.22941573387056174,0.6882472016116853,3,57727759edc2cb3880d461ff,Post Renaissance Art,Romanticism,Vasily Tropinin,Portrait of Alexander Pushkin,1827,1.77
0.5282705437953743,0.05869672708837492,0.02934836354418746,0.7043607250604991,0.0,0.4695738167069994,1,57727696edc2cb3880d1f359,Renaissance Art,Early Renaissance,Filippo Lippi,Annunciation,1443,1.62
0.0,0.4082482904638631,0.0,0.0,0.8164965809277261,0.4082482904638631,0,577285e4edc2cb388002632f,Modern Art,Pop Art,Allen Jones,Table,1969,-0.09
0.11335977874793036,0.11335977874793036,0.11335977874793036,0.7920462463167084,0.11335977874793036,0.5667988937396519,3,57726ecdedc2cb3880b8857f,Modern Art,Post-Impressionism,Paul Gauguin,The Seed of the Areoi,1892,0.85
0.0,0.0,0.0,0.9615239476408233,0.0,0.2747211278973781,5,5772845fedc2cb3880fdc0e9,Modern Art,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,1911,2.6
0.0,0.604006939979769,0.300195065977969,0.604006939979769,0.300195065977969,0.300195065977969,7,59839e9cedc2c9658c2f54cd,Modern Art,Lyrical Abstraction,Li CHEVALIER,Arrachement,XX cent.,0.5
0.33968311024337866,0.0,0.0,0.9058216273156765,0.11322770341445956,0.22645540682891913,5,57727043edc2cb3880bd8d6a,Post Renaissance Art,Realism,Camille Corot,Souvenir of Mortefontaine,1864,2.1
0.0,0.0,0.0,0.7997117233171388,0.0,0.6003841766645186,3,577281caedc2cb3880f59ad8,Post Renaissance Art,Neoclassicism,Gheorghe Tattarescu,"February 11th, 1866 - The Modern Romania",1866,1.5
0.26726124191242434,0.0,0.0,0.5345224838248487,0.0,0.8017837257372732,3,577287c4edc2cb3880081d4b,Renaissance Art,Northern Renaissance,Nicholas Hilliard,Elizabeth I - The Pelican Portrait,1575,1.64
0.0,0.8944271909999159,0.0,0.0,0.4472135954999579,0.0,2,57728736edc2cb388006b3a6,Modern Art,Abstract Expressionism,William Turnbull,Head,1953,-0.3
0.14744195615489714,0.0,0.0,0.8846517369293828,0.0,0.4423258684646914,5,577278cfedc2cb3880d93a9e,Renaissance Art,High Renaissance,Vittore Carpaccio,The Virgin Reading,1510,1.4
0.0,0.0,0.21821789023599236,0.8728715609439694,0.0,0.4364357804719847,5,57727e83edc2cb3880eb0d2b,Renaissance Art,High Renaissance,Andrea Mantegna,Julius Caesar on a triumphal car,1490-1506,1.82
0.0,0.0,0.0,0.9428090415820634,0.23570226039551584,0.23570226039551584,5,577281a6edc2cb3880f510b1,Modern Art,Cubism,Lyonel Feininger,Jesuiten III (Jesuits III),1915,1.0
0.0405395414383606,0.0405395414383606,0.0,0.9114407247521072,0.0405395414383606,0.40539541438360593,5,577272d6edc2cb3880c69b39,Modern Art,Post-Impressionism,Paul Cezanne,Mont Sainte-Victoire,1895,1.54
0.0,0.19245008972987523,0.0,0.9622504486493761,0.0,0.19245008972987523,5,57728a18edc2cb38800fd615,Post Renaissance Art,Romanticism,Charles Turner,Cyril Jackson,1811,0.82
0.0,0.18898223650461363,0.0,0.9449111825230682,0.18898223650461363,0.18898223650461363,5,57728261edc2cb3880f7748f,Post Renaissance Art,Rococo,Canaletto,Perspective with a Portico,1765,1.62
0.2672612419124244,0.0,0.0,0.8017837257372731,0.0,0.5345224838248488,3,57728108edc2cb3880f3227e,Post Renaissance Art,Rococo,Dmitry Levitzky,Portrait of Countess N. F. Vorontsova,1785,1.9
0.0,0.0,0.6324555320336758,0.6324555320336758,0.3162277660168379,0.3162277660168379,8,57728225edc2cb3880f6c23d,Modern Art,Art Informel,Julius Bissier,29.6.61 T,1961,0.0
0.28623893848684884,0.0,0.0,0.8570028098408647,0.0,0.42850140492043237,5,57727b79edc2cb3880e18fc4,Post Renaissance Art,Romanticism,George Stubbs,Mares and Foals in a River Landscape,1763-1768,1.92
0.0,0.0,0.0,0.0,1.0,0.0,4,57728736edc2cb388006b406,Modern Art,Abstract Expressionism,William Turnbull,Horse,1954,-1.1
0.4714045207910317,0.23570226039551584,0.7071067811865475,0.0,0.4714045207910317,0.0,6,57728172edc2cb3880f46baf,Modern Art,Art Informel,Jean Rene Bazaine,Chicago (detail),1953,0.1
0.0,0.5773502691896257,0.0,0.0,0.5773502691896257,0.5773502691896257,0,577270e8edc2cb3880bfa325,Modern Art,Neo-Expressionism,Jean-Michel Basquiat,Bird on Money,1981,0.5
0.0,0.23570226039551584,0.0,0.9428090415820634,0.0,0.23570226039551584,5,577279ceedc2cb3880dc81af,Modern Art,Expressionism,Franz Marc,Blue Fox,1911,1.6
0.13500176150652057,0.8085270331983925,0.13500176150652057,0.5400070460260823,0.0,0.13500176150652057,7,57727802edc2cb3880d64fcf,Modern Art,Surrealism,Balthus,Children,1937,1.64
0.0,0.0,0.0,0.8320502943378436,0.0,0.5547001962252291,3,57727029edc2cb3880bd081a,Renaissance Art,High Renaissance,Pietro Perugino,The vision of St. Bernard,1493,1.4
0.0,0.2581988897471611,0.0,0.7745966692414834,0.5163977794943222,0.2581988897471611,8,577283cbedc2cb3880fbda39,Modern Art,Abstract Expressionism,Aaron Siskind,Feet 102,1957,0.0
0.0,0.11043152607484655,0.0,0.9938837346736189,0.0,0.0,5,5772839fedc2cb3880fb4537,Modern Art,Impressionism,Henry Herbert La Thangue,"Farm Near Horsey, Norfolk",1885,0.9
0.19802950859533486,0.09901475429766743,0.0,0.8911327886790069,0.0,0.3960590171906697,5,57727f93edc2cb3880ee394c,Modern Art,Post-Impressionism,Stefan Luchian,Interior (Lorica),1913,2.4
0.4264014327112209,0.4264014327112209,0.0,0.4264014327112209,0.21320071635561044,0.6396021490668312,7,57727ec7edc2cb3880ec220c,Post Renaissance Art,Neoclassicism,Yannoulis Chalepas,"Mercury, Venus and Pegasus",1933,1.4
0.09912154213767607,0.9901261736609622,0.0,0.0,0.0,0.09912154213767607,2,57727564edc2cb3880ce16c4,Post Renaissance Art,Realism,Vasily Perov,Last Journey,1865,1.55
0.0,0.7745966692414833,0.25819888974716115,0.0,0.25819888974716115,0.5163977794943223,2,57726e43edc2cb3880b694c1,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,1568,1.9
0.8148217143826668,0.0,0.09053574604251853,0.5432144762551112,0.0,0.18107149208503706,1,577282e6edc2cb3880f940ee,Modern Art,Surrealism,Brassai,"Couple kissing under the Pont au Double, Paris",1935,2.2
0.828517156108491,0.09205746178983233,0.0,0.5523447707389939,0.0,0.0,1,57727f92edc2cb3880ee392c,Modern Art,Post-Impressionism,Stefan Luchian,Hair Washing,1912,1.8
0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865475,3,57728415edc2cb3880fca475,Post Renaissance Art,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,1622,1.6
0.3779644730092272,0.3779644730092272,0.0,0.7559289460184544,0.3779644730092272,0.0,7,577286aaedc2cb388004e49a,Post Renaissance Art,Romanticism,Horace Vernet,The Emperor Napoleon I,1815,1.5
0.0,0.3910765431730746,0.0,0.9110794192603496,0.0,0.13035884772435818,5,577287ceedc2cb3880082ecd,Modern Art,Neo-Expressionism,Henry Villierme,A Quiet Moment,1995,1.0
0.0,0.0995037190209989,0.0,0.7960297521679912,0.0,0.5970223141259934,3,57727ca6edc2cb3880e542d2,Post Renaissance Art,Baroque,Esaias van de Velde,Ice on the moat entertainment,1618,2.3
0.05769805283453062,0.5104058519977709,0.2840519524161507,0.05769805283453062,0.5104058519977709,0.625801957666832,0,577280e0edc2cb3880f28f46,Modern Art,Pop Art,Patrick Caulfield,Still Life with Dagger,1963,0.19
0.0,0.0,0.0,0.8015538272658188,0.535437956613567,0.26611587065225184,8,577281f5edc2cb3880f62505,Modern Art,Cubism,F&#233;lix Del Marle,Study for a portrait of Jean Dupr&#233;,1913,0.5
0.0,0.831538224460551,0.0,0.0,0.0,0.5554675339396481,2,5772832fedc2cb3880fa0ccf,Modern Art,Expressionism,Helene Schjerfbeck,Self-portrait with Black Background,1915,1.0
0.0,0.30151134457776363,0.0,0.9045340337332908,0.0,0.30151134457776363,5,57728067edc2cb3880f1288d,Modern Art,Cubism,Andr&#233; Lhote,Le Port de Bordeaux,1915,0.5
0.4588314677411235,0.4588314677411235,0.0,0.6882472016116853,0.22941573387056174,0.22941573387056174,7,577277bbedc2cb3880d58903,Modern Art,Surrealism,Jean Arp,Human Concretion,1933,0.54
0.5185520954247602,0.060141351273490226,0.0,0.8379694944106305,0.0,0.15904046225656304,1,577277fcedc2cb3880d646d5,Modern Art,Impressionism,Willard Metcalf,Old Woman with Child and Goose,1884-1885,1.93
0.2672612419124244,0.0,0.0,0.5345224838248488,0.0,0.8017837257372731,3,57728045edc2cb3880f09f7f,Modern Art,Abstract Expressionism,Henri Matisse,The Beasts of the Sea,1950,1.1
0.0,0.0,0.0,0.9486832980505138,0.31622776601683794,0.0,5,57727bd5edc2cb3880e2c5b4,Modern Art,Color Field Painting,Barnett Newman,Midnight Blue,1970,0.7
0.40451991747794525,0.40451991747794525,0.0,0.8090398349558905,0.0,0.13483997249264842,7,577281c2edc2cb3880f58f90,Post Renaissance Art,Neoclassicism,Abraham van Strij,Winter landscape,XVIII-XIX cent.,1.9
0.6172133998483676,0.1543033499620919,0.0,0.6172133998483676,0.0,0.46291004988627565,1,57728415edc2cb3880fca3b5,Post Renaissance Art,Baroque,Artemisia Gentileschi,An Allegory of Peace and the Arts under the English Crown,1638,1.3
0.30151134457776363,0.9045340337332908,0.0,0.30151134457776363,0.0,0.0,2,57728143edc2cb3880f3d1b1,Post Renaissance Art,Neoclassicism,John William Godward,Under the Blossom that Hangs on the Bough,1917,2.0
0.0,0.8574929257125442,0.0,0.0,0.5144957554275266,0.0,2,577288f1edc2cb38800bff1f,Contemporary Art,Minimalism,Nasreen Mohamedi,Untitled,1969,-0.55
0.0,0.9372018761802138,0.0,0.3124006253934046,0.0,0.15510800281770437,2,593467a4edc2c9b408c15286,Modern Art,Expressionism,Stanisław Wyspiański,Portret Pagaczewskiego,1904,1.5
0.2672612419124244,0.0,0.5345224838248488,0.0,0.8017837257372731,0.0,4,57728703edc2cb3880061039,Modern Art,Lyrical Abstraction,Kazuo Shiraga,Sacred Flame,1975,0.6
0.0,0.9922778767136676,0.0,0.12403473458920845,0.0,0.0,2,57728325edc2cb3880f9fd85,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Tr&#226;nsito da virgem,1525,1.3
0.0,0.15617376188860607,0.0,0.9370425713316363,0.0,0.31234752377721214,5,5772837dedc2cb3880fabbc2,Modern Art,Impressionism,Marianne North,Red Sea,1880,1.8
0.22941573387056177,0.22941573387056177,0.0,0.0,0.9176629354822471,0.22941573387056177,4,57728478edc2cb3880fde8d1,Modern Art,Abstract Expressionism,Victor Hugo,Abstract Composition,XIX cent.,-0.36
0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865475,3,5772848dedc2cb3880fe5c7f,Post Renaissance Art,Baroque,Paul Bril,View of a Port,1607,1.7
0.19245008972987523,0.19245008972987523,0.0,0.7698003589195009,0.0,0.5773502691896257,3,57727ee7edc2cb3880ec4f8e,Post Renaissance Art,Neoclassicism,Giacomo Quarenghi,View of the New Jerusalem Monastery near Moscow,1797,1.7
0.0,0.0,0.0,0.0,1.0,0.0,4,57728194edc2cb3880f4f5bd,Modern Art,Art Informel,Alberto Burri,Combustione,1957,-0.5
0.0,1.0,0.0,0.0,0.0,0.0,2,57727ce5edc2cb3880e5fb4f,Modern Art,Impressionism,Pericles Pantazis ,Mauvaise Recette,XIX cent.,1.3
0.20412414523193148,0.8164965809277259,0.20412414523193148,0.40824829046386296,0.20412414523193148,0.20412414523193148,2,577287f5edc2cb388008c4d9,Modern Art,Lyrical Abstraction,Marcelle Loubchansky,Sans titre,1960,0.8
0.31471018116832883,0.31471018116832883,0.0,0.6332120512663966,0.6332120512663966,0.0,8,57728794edc2cb3880077e35,Contemporary Art,Minimalism,Gianni Piacentino,Dull-Amaranth Disk,1966,-0.25
0.15247812186041912,0.72950317125377,0.07773394447786072,0.5740352822980485,0.1913450940993495,0.2690790385772102,7,57727dd8edc2cb3880e90c81,Post Renaissance Art,Baroque,Adriaen van de Venne,Fishing for Souls,1614,1.03
0.0,0.16012815380508713,0.0,0.16012815380508713,0.16012815380508713,0.9607689228305227,9,57727ab7edc2cb3880df97fa,Modern Art,Cubism,Max Beckmann,The Iron Bridge (View of Frankfurt),1922,1.7
0.6324555320336759,0.6324555320336759,0.0,0.31622776601683794,0.0,0.31622776601683794,7,58d32aededc2c998786cbeb5,Modern Art,Magic Realism,Nina Tokhtaman Valetova,Infinity,2007,0.82
0.0,0.0,0.0,0.0,0.0,0.0,6,57728400edc2cb3880fc8331,Modern Art,Art Informel,Zao Wou-Ki,Vol d’oiseaux,1954,-0.3
0.0,0.8703882797784891,0.0,0.0,0.34815531191139565,0.34815531191139565,2,5772797dedc2cb3880db565a,Post Renaissance Art,Realism,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,1871,1.7
0.0,0.0,0.0,0.8320502943378436,0.0,0.5547001962252291,3,57728619edc2cb38800309bd,Post Renaissance Art,Romanticism,Thomas Girtin,Pont-y-Pair,1799,2.0
0.0,0.16439898730535732,0.0,0.0,0.9863939238321437,0.0,4,59ae559cedc2c9cdd86c5224,Renaissance Art,Northern Renaissance,Quentin Matsys,An Old Woman (The Ugly Duchess),1513,-0.7
0.0,0.0,0.5773502691896257,0.5773502691896257,0.5773502691896257,0.0,6,57728742edc2cb388006c728,Modern Art,Art Informel,Antonio Areal,Untitled,1962,0.2
0.0,0.0,0.31622776601683794,0.0,0.9486832980505139,0.0,4,577270e8edc2cb3880bfa375,Modern Art,Neo-Expressionism,Jean-Michel Basquiat,Boy and dog in a Johnnypump,1982,-0.27
0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,577275ccedc2cb3880cf618e,Modern Art,Abstract Art,Georgia O&#39;Keeffe,Blue-02,1916,0.5
0.45955490093437085,0.0,0.2284015375901364,0.6879564385245073,0.45955490093437085,0.2284015375901364,8,57727f7cedc2cb3880ee145f,Contemporary Art,Minimalism,Frank Stella,The Marriage of Reason and Squalor,1959,-0.67
0.2747211278973781,0.0,0.0,0.9615239476408233,0.0,0.0,5,57728649edc2cb388003a837,Post Renaissance Art,Romanticism,Anne-Louis Girodet,The Sleep of Endymion,1791,1.6
0.0,0.5163977794943223,0.0,0.7745966692414833,0.25819888974716115,0.25819888974716115,7,57727f4bedc2cb3880ed8b25,Contemporary Art,Minimalism,Agnes Martin,Night Sea,1963,0.4
0.0,0.0,0.0,0.0,0.0,1.0,9,57726ff1edc2cb3880bc543b,Post Renaissance Art,Neoclassicism,Jacques-Louis David,"Napoleon Crossing the Alps at the St Bernard Pass, 20th May 1800",1800-1801,2.4
0.0,0.22941573387056174,0.4588314677411235,0.4588314677411235,0.6882472016116853,0.22941573387056174,8,57727fa8edc2cb3880eeb2f0,Contemporary Art,Minimalism,Jo Baer,"Primary Light Group: Red, Green, Blue",1964-1965,-0.15
0.0,0.2859023559237427,0.07147558898093567,0.6385152615630254,0.4288535338856141,0.5670396725820898,8,577282c9edc2cb3880f8c0e4,Modern Art,Impressionism,Nicolae Grigorescu,Columbine in Green,1873-1874,0.46
0.0,0.9805806756909201,0.19611613513818402,0.0,0.0,0.0,2,58aae502edc2c923e4650705,Post Renaissance Art,Baroque,Agostino Tassi,Naufragio Della Flotta Di Enea,1627,1.1
